OBJECT	CODE	NAME	LABEL	PARENT_CODE
drug	nasalAntihistaminesAndDecongestants	Nasal Antihistamines and Decongestants	Topical Agents / Nasal Preparations / Nasal Antihistamines and Decongestants	nasalPreparations
drug	nasalLubricantsAndIrrigations	Nasal Lubricants and Irrigations	Topical Agents / Nasal Preparations / Nasal Lubricants and Irrigations	nasalPreparations
drug	nasalSteroids	Nasal Steroids	Topical Agents / Nasal Preparations / Nasal Steroids	nasalPreparations
drug	ophthalmicPreparations	Ophthalmic Preparations	Topical Agents / Ophthalmic Preparations	topicalAgents
drug	antiAngiogenicOphthalmicAgents	Anti-Angiogenic Ophthalmic Agents	Topical Agents / Ophthalmic Preparations / Anti-Angiogenic Ophthalmic Agents	ophthalmicPreparations
drug	miscellaneousOphthalmicAgents	Miscellaneous Ophthalmic Agents	Topical Agents / Ophthalmic Preparations / Miscellaneous Ophthalmic Agents	ophthalmicPreparations
drug	mydriatics	Mydriatics	Topical Agents / Ophthalmic Preparations / Mydriatics	ophthalmicPreparations
drug	ophthalmicAnesthetics	Ophthalmic Anesthetics	Topical Agents / Ophthalmic Preparations / Ophthalmic Anesthetics	ophthalmicPreparations
drug	ophthalmicAntiInfectives	Ophthalmic Anti-Infectives	Topical Agents / Ophthalmic Preparations / Ophthalmic Anti-Infectives	ophthalmicPreparations
drug	ophthalmicAntiInflammatoryAgents	Ophthalmic Anti-Inflammatory Agents	Topical Agents / Ophthalmic Preparations / Ophthalmic Anti-Inflammatory Agents	ophthalmicPreparations
drug	ophthalmicAntihistaminesAndDecongestants	Ophthalmic Antihistamines and Decongestants	Topical Agents / Ophthalmic Preparations / Ophthalmic Antihistamines and Decongestants	ophthalmicPreparations
drug	ophthalmicDiagnosticAgents	Ophthalmic Diagnostic Agents	Topical Agents / Ophthalmic Preparations / Ophthalmic Diagnostic Agents	ophthalmicPreparations
drug	ophthalmicGlaucomaAgents	Ophthalmic Glaucoma Agents	Topical Agents / Ophthalmic Preparations / Ophthalmic Glaucoma Agents	ophthalmicPreparations
drug	ophthalmicLubricantsAndIrrigations	Ophthalmic Lubricants and Irrigations	Topical Agents / Ophthalmic Preparations / Ophthalmic Lubricants and Irrigations	ophthalmicPreparations
drug	ophthalmicSteroids	Ophthalmic Steroids	Topical Agents / Ophthalmic Preparations / Ophthalmic Steroids	ophthalmicPreparations
drug	ophthalmicSteroidsWithAntiInfectives	Ophthalmic Steroids with Anti-Infectives	Topical Agents / Ophthalmic Preparations / Ophthalmic Steroids with Anti-Infectives	ophthalmicPreparations
drug	ophthalmicSurgicalAgents	Ophthalmic Surgical Agents	Topical Agents / Ophthalmic Preparations / Ophthalmic Surgical Agents	ophthalmicPreparations
drug	oticPreparations	Otic Preparations	Topical Agents / Otic Preparations	topicalAgents
drug	cerumenolytics	Cerumenolytics	Topical Agents / Otics Preparations / Cerumenolytics	oticPreparations
drug	miscellaneousOticAgents	Miscellaneous Otic Agents	Topical Agents / Otics Preparations / Miscellaneous Otic Agents	oticPreparations
drug	oticAnesthetics	Otic Anesthetics	Topical Agents / Otics Preparations / Otic Anesthetics	oticPreparations
drug	oticAntiInfectives	Otic Anti-Infectives	Topical Agents / Otics Preparations / Otic Anti-Infectives	oticPreparations
drug	oticSteroids	Otic Steroids	Topical Agents / Otics Preparations / Otic Steroids	oticPreparations
drug	oticSteroidsWithAntiInfectives	Otic Steroids with Anti-Infectives	Topical Agents / Otics Preparations / Otic Steroids with Anti-Infectives	oticPreparations
drug	sterileIrrigatingSolutions	Sterile Irrigating Solutions	Topical Agents / Sterile Irrigating Solutions	topicalAgents
drug	vaginalPreparations	Vaginal Preparations	Topical Agents / Vaginal Preparations	topicalAgents
drug	miscellaneousVaginalAgents	Miscellaneous Vaginal Agents	Topical Agents / Vaginal Preparations / Miscellaneous Vaginal Agents	vaginalPreparations
drug	vaginalAntiInfectives	Vaginal Anti-Infectives	Topical Agents / Vaginal Preparations / Vaginal Anti-Infectives	vaginalPreparations
organ	type_organ_circulatory	Circulatory	Circulatory	
organ	type_organ_digestive	Digestive / Excretory	Digestive / Excretory	
organ	type_organ_endocrine	Endocrine	Endocrine	
organ	type_organ_exocrine	Integumentary / Exocrine	Integumentary / Exocrine	
organ	type_organ_immune	Lymphatic / Immune	Lymphatic / Immune	
organ	type_organ_muscular	Muscular	Muscular	
organ	type_organ_nervous	Nervous	Nervous	
organ	type_organ_nervousPeripheral	Peripheral	Peripheral Nervous system	type_organ_nervous
organ	type_organ_nervousSensory	Sensory organs	Sensory organs	type_organ_nervous
organ	type_organ_renal	Renal / Urinary	Renal / Urinary	
organ	type_organ_reproductive	Reproductive	Reproductive	
organ	type_organ_reproductiveFemale	Female	Female Reproductive System	type_organ_reproductive
organ	type_organ_reproductiveMale	Male	Male Reproductive System	type_organ_reproductive
organ	type_organ_respiratory	Respiratory	Respiratory	
organ	type_organ_skeletal	Skeletal	Skeletal	
organ	type_organ_other	Other Body Parts	Other Body Parts	
source	type_source_blog	Blog	Blog	
source	type_source_book	Book	Book	
source	type_source_discussion	Discussion Forum	Discussion Forum	
source	type_source_image	Image	Image	
source	type_source_interview	Interview	Interview	
source	type_source_magazine	Magazine Source	Magazine Source	
source	type_source_news	News Source	News Source	
source	type_source_other	Other	Other	
source	type_source_podcast	Podcast	Podcast	
source	type_source_presentation	Presentation	Presentation	
source	type_source_researchPaper	Research Paper	Research Paper	
source	type_source_treatmentGuide	Treatment Guide	Treatment Guide	
source	type_source_tv	TV	TV	
source	type_source_video	Video	Video	
source	type_source_webpage	Web page	Web page	
source	type_source_whitePaper	White Paper	White Paper	
symptom	type_symptom_blood	Blood	Blood	
symptom	type_symptom_breast	Breast	Breast	
symptom	type_symptom_respiratory	Respiratory	Respiratory	
symptom	type_symptom_digestive	Digestive	Digestive	
symptom	type_symptom_energy	Energy & Balance	Energy & Balance	
symptom	type_symptom_excretory	Excretory	Excretory	
symptom	type_symptom_genital	Genital	Genital	
symptom	type_symptom_mouth	Mouth	Mouth	
symptom	type_symptom_pain	Pain	Pain	
symptom	type_symptom_skin	Skin	Skin	
symptom	type_symptom_unexpected	Unexpected	Unexpected	
symptom	type_symptom_other	Other	Other	
test	type_test_fluids	Analysis of Body Fluids	Analysis of Body Fluids	
test	type_test_laboratory	Laboratory Tests	Laboratory Tests	
test	type_test_genetic	Analysis of Genetic Material	Analysis of Genetic Material	
test	type_test_biopsy	Biopsy	Biopsy	
test	type_test_endoscopy	Endoscopy	Endoscopy	
test	type_test_scores	Score	Scores	
test	type_test_imaging	Imaging Procedures	Imaging	
test	type_test_tumorMarkers	Tumor Marker Tests	Tumor Marker Tests	
test	type_test_functions	Measurement of Body Functions	Measurement of Body Functions	
test	type_test_other	Other Tests	Other Tests	
treatment	type_treatment_surgery	Surgery	Surgery	
treatment	type_treatment_neurosurgery	Neurosurgery	Neurosurgery	type_treatment_surgery
treatment	type_treatment_chemotherapy	Chemotherapy	Chemotherapy	
treatment	type_treatment_radiationTherapy	Radiation Therapy	Radiation Therapy	
treatment	type_treatment_neoadjuvantChemotherapy	Neoadjuvant Chemotherapy	Neoadjuvant Chemotherapy	type_treatment_chemotherapy
treatment	type_treatment_adjuvantChemotherapy	Adjuvant Chemotherapy	Adjuvant Chemotherapy	type_treatment_chemotherapy
treatment	type_treatment_oralChemotherapy	Oral Chemotherapy	Oral Chemotherapy	type_treatment_chemotherapy
treatment	type_treatment_intravenousChemotherapy	Intravenous (IV) Chemotherapy	Intravenous (IV) Chemotherapy	type_treatment_chemotherapy
treatment	type_treatment_injectionChemotherapy	Injection Chemotherapy	Injection Chemotherapy	type_treatment_chemotherapy
treatment	type_treatment_topicalChemotherapy	Topical Chemotherapy	Topical Chemotherapy	type_treatment_chemotherapy
treatment	type_treatment_immunotherapy	Immunotherapy	Immunotherapy	
treatment	type_treatment_Immunotherapy	Intravenous (IV) Immunotherapy	 Immunotherapy	type_treatment_immunotherapy
treatment	type_treatment_oralImmunotherapy	Oral Immunotherapy	Oral Immunotherapy	type_treatment_immunotherapy
treatment	type_treatment_topicalImmunotherapy	Topical Immunotherapy	Topical Immunotherapy	type_treatment_immunotherapy
treatment	type_treatment_intravesicalImmunotherapy	Intravesical Immunotherapy	Intravesical Immunotherapy	type_treatment_immunotherapy
treatment	type_treatment_targetedTherapy	Targeted Therapy	Targeted Therapy	
treatment	type_treatment_hormoneTherapy	Hormone Therapy	Hormone Therapy	
treatment	type_treatment_hormoneTherapyOral	Hormone Therapy - Oral	Hormone Therapy - Oral	type_treatment_hormoneTherapy
treatment	type_treatment_hormoneTherapyInjection	Hormone Therapy - Injection	Hormone Therapy - Injection	type_treatment_hormoneTherapy
treatment	type_treatment_hormoneTherapySurgery	Hormone Therapy - Surgery	Hormone Therapy - Surgery	type_treatment_hormoneTherapy
treatment	type_treatment_stemCellTransplant	Stem Cell Transplant	Stem Cell Transplant	
treatment	type_treatment_precision	Precision Medicine	Precision Medicine	
treatment	type_treatment_genetics	Genetics	Genetics	
treatment	type_treatment_gastroenterology	Gastroenterology	Gastroenterology	
treatment	type_treatment_interventionalPulmonology	Interventional Pulmonology	Interventional Pulmonology	
treatment	type_treatment_interventionalRadiology	Interventional Radiology	Interventional Radiology	
treatment	type_treatment_naturopathicMedicine	Naturopathic Medicine	Naturopathic Medicine	
treatment	type_treatment_oncologyRehabilitation	Oncology Rehabilitation	Oncology Rehabilitation	
treatment	type_treatment_painManagement	Pain Management	Pain Management	
treatment	type_treatment_other	Other	Other	
